grid_id,mean_annual_mm_day,mean_winter_mm_day,wet_days_per_year,max_daily_mm
29,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
30,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
31,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
32,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
33,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
34,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
35,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
36,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
37,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
38,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
39,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
40,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
41,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
42,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
43,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
44,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
45,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
46,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
47,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
48,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
49,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
50,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
51,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
52,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
53,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
54,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
55,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
56,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
57,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
58,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
59,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
60,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
61,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
62,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
63,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
64,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
65,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
66,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
67,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
68,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
69,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
70,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
71,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
72,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
73,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
74,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
75,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
76,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
77,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
78,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
79,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
80,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
81,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
82,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
83,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
84,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
85,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
86,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
87,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
88,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
89,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
90,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
91,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
92,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
93,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
94,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
95,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
96,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
97,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
98,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
99,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
100,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
101,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
102,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
103,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
104,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
105,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
106,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
107,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
108,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
109,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
110,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
111,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
112,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
113,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
114,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
115,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
116,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
117,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
118,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
119,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
120,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
121,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
122,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
123,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
124,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
125,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
126,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
127,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
128,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
129,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
130,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
131,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
132,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
133,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
134,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
135,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
136,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
137,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
138,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
139,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
140,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
141,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
142,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
143,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
144,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
145,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
146,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
147,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
148,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
149,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
150,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
151,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
152,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
153,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
154,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
155,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
156,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
157,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
158,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
159,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
160,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
161,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
162,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
163,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
164,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
165,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
166,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
167,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
168,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
169,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
170,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
171,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
172,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
173,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
174,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
175,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
176,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
177,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
178,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
179,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
180,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
181,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
182,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
183,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
184,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
185,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
186,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
187,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
188,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
189,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
190,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
191,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
192,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
193,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
194,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
195,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
196,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
197,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
198,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
199,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
200,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
201,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
202,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
203,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
204,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
205,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
206,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
207,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
208,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
209,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
210,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
211,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
212,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
213,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
214,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
215,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
216,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
217,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
218,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
219,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
220,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
221,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
222,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
223,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
224,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
225,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
226,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
227,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
228,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
229,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
230,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
231,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
232,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
233,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
234,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
235,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
236,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
237,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
238,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
239,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
240,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
241,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
242,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
243,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
244,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
245,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
246,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
247,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
248,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
249,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
250,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
251,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
252,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
253,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
254,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
255,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
256,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
257,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
258,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
259,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
260,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
261,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
262,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
263,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
264,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
265,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
266,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
267,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
268,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
269,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
270,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
271,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
272,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
273,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
274,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
275,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
276,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
277,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
278,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
279,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
280,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
281,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
282,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
283,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
284,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
285,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
286,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
287,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
288,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
289,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
290,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
291,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
292,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
293,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
294,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
295,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
296,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
297,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
298,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
299,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
300,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
301,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
302,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
303,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
304,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
305,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
306,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
307,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
308,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
309,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
310,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
311,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
312,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
313,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
314,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
315,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
316,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
317,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
318,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
319,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
320,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
321,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
322,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
323,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
324,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
325,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
326,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
327,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
328,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
329,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
330,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
331,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
332,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
333,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
334,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
335,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
336,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
337,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
338,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
339,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
340,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
341,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
342,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
343,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
344,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
345,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
346,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
347,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
348,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
349,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
350,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
351,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
352,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
353,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
354,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
355,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
356,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
357,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
358,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
359,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
360,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
361,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
362,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
363,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
364,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
365,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
366,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
367,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
368,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
369,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
370,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
371,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
372,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
373,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
374,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
375,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654
376,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
377,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
378,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
379,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
380,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
381,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
382,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
383,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
384,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
385,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
386,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
387,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
388,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
389,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
390,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
391,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
392,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
393,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
394,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
395,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
396,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017
